time_ps,current_mA
106875.0,286.2450
107500.0,273.6302
108125.0,262.8415
108750.0,262.1089
109375.0,282.4162
110000.0,302.1073
110625.0,282.2399
111250.0,278.3391
111875.0,284.0016
112500.0,298.2840
113125.0,283.0714
113750.0,274.2470
114375.0,295.4880
115000.0,286.0026
115625.0,301.5006
116250.0,282.5653
116875.0,262.8574
117500.0,260.8458
118125.0,303.1130
118750.0,304.1313
119375.0,277.4867
120000.0,274.6354
120625.0,300.4602
121250.0,264.5014
121875.0,267.4738
122500.0,289.0066
123125.0,274.4755
123750.0,279.9283
124375.0,277.7118
125000.0,284.7260
125625.0,299.7047
126250.0,281.2682
126875.0,289.0151
127500.0,251.2976
128125.0,279.3179
128750.0,268.1948
129375.0,262.9366
130000.0,267.7059
130625.0,275.3223
131250.0,292.8226
131875.0,261.4305
132500.0,280.4288
133125.0,273.2216
133750.0,275.4126
134375.0,294.0386
135000.0,287.5336
135625.0,298.7236
136250.0,277.8369
136875.0,270.2568
137500.0,276.8660
138125.0,283.3950
138750.0,282.4720
139375.0,264.8186
140000.0,281.2669
140625.0,283.1952
141250.0,315.2446
141875.0,306.2758
142500.0,268.0546
143125.0,275.9766
143750.0,259.5118
144375.0,271.7301
145000.0,284.4185
145625.0,296.8820
146250.0,269.7928
146875.0,270.8419
147500.0,249.9380
148125.0,277.7227
148750.0,265.1262
149375.0,272.5878
150000.0,267.7239
150625.0,278.6803
151250.0,255.3918
151875.0,259.4614
152500.0,309.8095
153125.0,261.9761
153750.0,264.6450
154375.0,305.7168
155000.0,320.6709
155625.0,263.5981
156250.0,274.8445
156875.0,284.7818
157500.0,304.2018
158125.0,266.1840
158750.0,276.5661
159375.0,290.8827
160000.0,286.0867
160625.0,274.7338
161250.0,278.1265
161875.0,260.7515
162500.0,276.6656
163125.0,276.2706
163750.0,283.2504
164375.0,272.2254
165000.0,286.6015
165625.0,294.1780
166250.0,282.1760
166875.0,284.9246
167500.0,280.7442
168125.0,280.0012
168750.0,269.8982
169375.0,284.4309
170000.0,278.6380
170625.0,309.3044
171250.0,302.0270
171875.0,285.4019
172500.0,269.3172
173125.0,264.4262
173750.0,296.6760
174375.0,283.6785
175000.0,286.7220
175625.0,255.5758
176250.0,292.9841
176875.0,286.3619
177500.0,264.4540
178125.0,273.3987
178750.0,283.6920
179375.0,280.7345
180000.0,275.9096
180625.0,278.5512
181250.0,276.4723
181875.0,282.1359
182500.0,300.6009
183125.0,244.0668
183750.0,276.6841
184375.0,282.4712
185000.0,284.1439
185625.0,274.7932
186250.0,255.4059
186875.0,284.5919
187500.0,304.1829
188125.0,258.5259
188750.0,292.0936
189375.0,275.4006
190000.0,279.1415
190625.0,265.2594
191250.0,275.3176
191875.0,298.2006
192500.0,288.1572
193125.0,304.2524
193750.0,296.4838
194375.0,286.1472
195000.0,304.4151
195625.0,286.1459
196250.0,291.5918
196875.0,275.8480
197500.0,280.9316
198125.0,270.2361
198750.0,293.8542
199375.0,263.5037
200000.0,290.9529
200625.0,277.3309
201250.0,296.3975
201875.0,290.5122
202500.0,305.4890
203125.0,290.2308
203750.0,257.9914
204375.0,279.0627
205000.0,263.5919
205625.0,272.7441
206250.0,301.1572
206875.0,288.9255
207500.0,270.2150
208125.0,265.8080
208750.0,280.4589
209375.0,262.9682
210000.0,270.6040
210625.0,284.3681
211250.0,296.1744
211875.0,288.5227
212500.0,247.9219
213125.0,284.2611
213750.0,281.0085
214375.0,285.7945
215000.0,302.6269
215625.0,251.1147
216250.0,271.7246
216875.0,288.2727
217500.0,257.8577
218125.0,300.6633
218750.0,76.7887
219375.0,78.5916
220000.0,218.5769
220625.0,234.1548
221250.0,237.0203
221875.0,227.6199
222500.0,227.6370
223125.0,228.0414
223750.0,215.2874
224375.0,223.3403
225000.0,74.8250
225625.0,76.8454
226250.0,79.1693
226875.0,71.4093
227500.0,74.9287
228125.0,80.9851
228750.0,72.5967
229375.0,72.3001
230000.0,76.1627
230625.0,78.5833
231250.0,75.4431
231875.0,80.4102
232500.0,78.6301
233125.0,78.5737
233750.0,77.4890
234375.0,84.1753
235000.0,74.6265
235625.0,67.8467
236250.0,81.4480
236875.0,73.6745
237500.0,75.8067
238125.0,80.3370
238750.0,206.9746
239375.0,210.9190
240000.0,206.9856
240625.0,216.0660
241250.0,229.9459
241875.0,230.8971
242500.0,228.1081
243125.0,209.1064
243750.0,66.6909
244375.0,75.6049
245000.0,73.6214
245625.0,77.1319
246250.0,78.0464
246875.0,75.9212
247500.0,78.2657
248125.0,76.2641
248750.0,77.3983
249375.0,72.7434
250000.0,74.7229
250625.0,76.1418
251250.0,78.4934
251875.0,73.9156
252500.0,77.3648
253125.0,74.3978
253750.0,74.9569
254375.0,78.5273
255000.0,67.8862
255625.0,70.5123
256250.0,69.8122
256875.0,66.6023
257500.0,217.3695
258125.0,233.4311
258750.0,221.7951
259375.0,227.2251
260000.0,237.2537
260625.0,239.9365
261250.0,224.2222
261875.0,240.2278
262500.0,75.7473
263125.0,72.2430
263750.0,73.1591
264375.0,69.8184
265000.0,72.0517
265625.0,74.0503
266250.0,78.4295
266875.0,81.8873
267500.0,70.1892
268125.0,76.8810
268750.0,71.4771
269375.0,77.1896
270000.0,74.9058
270625.0,68.4975
271250.0,78.8997
271875.0,73.1191
272500.0,73.3872
273125.0,71.3670
273750.0,72.9334
274375.0,77.0131
275000.0,74.6865
275625.0,76.6391
276250.0,229.0716
276875.0,239.8574
277500.0,221.1437
278125.0,208.3853
278750.0,237.0063
279375.0,221.2708
280000.0,237.5392
280625.0,229.3130
281250.0,74.9056
281875.0,76.7149
282500.0,82.7553
283125.0,83.2302
283750.0,75.6616
284375.0,76.0039
285000.0,79.4574
285625.0,72.2119
286250.0,76.6557
286875.0,75.3025
287500.0,76.5834
288125.0,72.2582
288750.0,69.4073
289375.0,67.5849
290000.0,71.1875
290625.0,73.6708
291250.0,74.2947
291875.0,82.7034
292500.0,79.5696
293125.0,71.7729
293750.0,76.7109
294375.0,73.8653
295000.0,221.8009
295625.0,227.0849
296250.0,231.9657
296875.0,221.1833
297500.0,236.9683
298125.0,212.1532
298750.0,225.0713
299375.0,254.2238
300000.0,76.2410
300625.0,80.8032
301250.0,75.7450
301875.0,77.5895
302500.0,75.1859
303125.0,74.7576
303750.0,72.4614
304375.0,77.0222
305000.0,72.1897
305625.0,77.9093
306250.0,79.4915
306875.0,76.7818
307500.0,74.3208
308125.0,77.1115
308750.0,74.2363
309375.0,78.9270
310000.0,68.4956
310625.0,74.1348
311250.0,67.8946
311875.0,69.7636
312500.0,80.5418
313125.0,78.7748
313750.0,216.9058
314375.0,208.0968
315000.0,191.6491
315625.0,218.8857
316250.0,252.2297
316875.0,229.8924
317500.0,218.7048
318125.0,230.2322
318750.0,69.5152
319375.0,74.2791
320000.0,75.7750
320625.0,75.0754
321250.0,78.3813
321875.0,76.6993
322500.0,77.9196
323125.0,72.8048
323750.0,78.7848
324375.0,81.5411
325000.0,71.7425
325625.0,72.0534
326250.0,80.4359
326875.0,74.6786
327500.0,80.6924
328125.0,73.7316
328750.0,80.8855
329375.0,75.8957
330000.0,76.3735
330625.0,81.2990
331250.0,74.0361
331875.0,71.8520
332500.0,219.9537
333125.0,230.0888
333750.0,207.3852
334375.0,232.1715
335000.0,218.9388
335625.0,237.9129
336250.0,198.0646
336875.0,216.1511
337500.0,69.0420
338125.0,72.2851
338750.0,76.3337
339375.0,74.7243
340000.0,74.4448
340625.0,74.7999
341250.0,76.1668
341875.0,71.5978
342500.0,78.0648
343125.0,77.8983
343750.0,76.8516
344375.0,77.4981
345000.0,76.5175
345625.0,83.0722
346250.0,75.0717
346875.0,74.2423
347500.0,72.5592
348125.0,71.5084
348750.0,70.7083
349375.0,72.0492
350000.0,75.1335
350625.0,76.6603
351250.0,225.5753
351875.0,216.3877
352500.0,235.1271
353125.0,233.3184
353750.0,223.2040
354375.0,217.6547
355000.0,231.1698
355625.0,227.1147
356250.0,69.9406
356875.0,75.1437
357500.0,76.3879
358125.0,72.0082
358750.0,76.1157
359375.0,69.9153
360000.0,80.4374
360625.0,80.1048
361250.0,74.4480
361875.0,76.7702
362500.0,66.3146
363125.0,71.0406
363750.0,74.2925
364375.0,71.3581
365000.0,78.0933
365625.0,82.9298
366250.0,70.9642
366875.0,72.2428
367500.0,76.2876
368125.0,81.4739
368750.0,70.7916
369375.0,76.3389
370000.0,245.4896
370625.0,206.4177
371250.0,210.5880
371875.0,220.2344
372500.0,219.1434
373125.0,234.1418
373750.0,227.7187
374375.0,205.0317
375000.0,77.3431
375625.0,73.2227
376250.0,80.2047
376875.0,73.0340
377500.0,73.0000
378125.0,77.4401
378750.0,78.2762
379375.0,77.0893
380000.0,69.0453
380625.0,77.4284
381250.0,71.5007
381875.0,76.2870
382500.0,70.0325
383125.0,77.0826
383750.0,72.3591
384375.0,70.5645
385000.0,78.0911
385625.0,76.3110
386250.0,73.0853
386875.0,80.8709
387500.0,73.7387
388125.0,75.5210
388750.0,228.0253
389375.0,218.0288
390000.0,230.3003
390625.0,218.9987
391250.0,220.3691
391875.0,240.3297
392500.0,213.2934
393125.0,197.8562
393750.0,81.4732
394375.0,85.0110
395000.0,73.8721
395625.0,68.0981
396250.0,74.2295
396875.0,74.3209
397500.0,74.6840
398125.0,71.2025
398750.0,77.5849
399375.0,77.3774
400000.0,69.7661
400625.0,78.0360
401250.0,83.1386
401875.0,76.0483
402500.0,74.1283
403125.0,74.8646
403750.0,77.7195
404375.0,68.8754
405000.0,76.0198
405625.0,73.9280
406250.0,82.3663
406875.0,74.7434
407500.0,243.7637
408125.0,212.5829
408750.0,231.6067
409375.0,228.5933
410000.0,215.2232
410625.0,226.9957
411250.0,238.6408
411875.0,221.3573
412500.0,69.0213
413125.0,75.3338
413750.0,71.9979
414375.0,74.1094
415000.0,75.0924
415625.0,68.9697
416250.0,69.3090
416875.0,77.2174
417500.0,73.4294
418125.0,65.7309
418750.0,78.3589
419375.0,76.4268
420000.0,72.7087
420625.0,70.4356
421250.0,78.5510
421875.0,76.7171
422500.0,84.3824
423125.0,76.9841
423750.0,76.8616
424375.0,74.7707
425000.0,78.4792
425625.0,77.7566
426250.0,239.0819
426875.0,219.1351
427500.0,220.1017
428125.0,219.6101
428750.0,233.8965
429375.0,241.8567
430000.0,219.8380
430625.0,220.2213
431250.0,76.5841
431875.0,74.4735
432500.0,78.9892
433125.0,66.9108
433750.0,72.2833
434375.0,72.4503
435000.0,66.6523
435625.0,71.7671
436250.0,71.9499
436875.0,74.6418
437500.0,79.5959
438125.0,74.4761
438750.0,71.5138
439375.0,75.1853
440000.0,79.3554
440625.0,71.7206
441250.0,71.9671
441875.0,77.5057
442500.0,74.5648
443125.0,77.8410
443750.0,75.3486
444375.0,78.0453
445000.0,213.3554
445625.0,224.8640
446250.0,222.6297
446875.0,211.3212
447500.0,207.4109
448125.0,232.7147
448750.0,221.0518
449375.0,213.4993
450000.0,75.0374
450625.0,79.6526
451250.0,66.8016
451875.0,69.7577
452500.0,71.9207
453125.0,80.9086
453750.0,76.4654
454375.0,78.2928
455000.0,71.1016
455625.0,71.1793
456250.0,77.0883
456875.0,75.6197
457500.0,77.4687
458125.0,74.6925
458750.0,76.4486
459375.0,75.9961
460000.0,78.3322
460625.0,78.4424
461250.0,69.2931
461875.0,66.9278
462500.0,79.1766
463125.0,79.8777
463750.0,213.5180
464375.0,204.0769
465000.0,226.1141
465625.0,235.4719
466250.0,245.2229
466875.0,230.8083
467500.0,220.8182
468125.0,214.9523
468750.0,75.4432
469375.0,74.2718
470000.0,71.5732
470625.0,83.1238
471250.0,82.1301
471875.0,79.6829
472500.0,71.9284
473125.0,78.6234
473750.0,77.8114
474375.0,77.0684
475000.0,80.1112
475625.0,77.7953
476250.0,78.1899
476875.0,77.8011
477500.0,76.6848
478125.0,68.6758
478750.0,75.7153
479375.0,73.3032
480000.0,70.5750
480625.0,81.7404
481250.0,81.9183
481875.0,80.5243
482500.0,227.8712
483125.0,240.1945
483750.0,225.1356
484375.0,227.2815
485000.0,212.6984
485625.0,229.4662
486250.0,225.6793
486875.0,210.3452
487500.0,75.2070
488125.0,75.0994
488750.0,82.1768
489375.0,78.7712
490000.0,75.4431
490625.0,76.3379
491250.0,75.5667
491875.0,74.6350
492500.0,71.3192
493125.0,74.8305
493750.0,72.5872
494375.0,70.6863
495000.0,77.3273
495625.0,76.8751
496250.0,68.6641
496875.0,74.9375
497500.0,79.1538
498125.0,79.3933
498750.0,79.2674
499375.0,75.5467
500000.0,72.2142
500625.0,71.3145
501250.0,228.8768
501875.0,229.2669
502500.0,239.4825
503125.0,237.3748
503750.0,223.5124
504375.0,211.0027
505000.0,221.4101
505625.0,227.4439
506250.0,74.6381
506875.0,73.2213
507500.0,76.3534
508125.0,73.5001
508750.0,73.0322
509375.0,76.5742
510000.0,73.8845
510625.0,76.3203
511250.0,76.4300
511875.0,71.1044
512500.0,73.5857
513125.0,80.8204
513750.0,71.0190
514375.0,67.4202
515000.0,68.3808
515625.0,75.5097
516250.0,75.5166
516875.0,74.9566
517500.0,79.9775
518125.0,65.3234
518750.0,76.8927
519375.0,81.2866
520000.0,212.3125
520625.0,220.7272
521250.0,216.5300
521875.0,214.9386
522500.0,221.3296
523125.0,241.0592
523750.0,245.6706
524375.0,221.2207
525000.0,82.5821
525625.0,75.5341
526250.0,82.0114
526875.0,75.0483
527500.0,75.8941
528125.0,76.7778
528750.0,87.3843
529375.0,78.6093
530000.0,72.7336
530625.0,79.0531
531250.0,74.0359
531875.0,73.5536
532500.0,78.8254
533125.0,75.5172
533750.0,76.4502
534375.0,75.4527
535000.0,76.6689
535625.0,77.0021
536250.0,68.0976
536875.0,77.9130
537500.0,71.6978
538125.0,69.9625
538750.0,224.3429
539375.0,225.9448
540000.0,217.1981
540625.0,234.3491
541250.0,209.9005
541875.0,220.4219
542500.0,218.4202
543125.0,224.4759
543750.0,76.4513
544375.0,71.6002
545000.0,78.1305
545625.0,75.6375
546250.0,68.2674
546875.0,68.0161
547500.0,75.3536
548125.0,74.5670
548750.0,75.0101
549375.0,75.2945
550000.0,76.2504
550625.0,78.9726
551250.0,71.2111
551875.0,70.9817
552500.0,71.2782
553125.0,76.4892
553750.0,80.0935
554375.0,73.7739
555000.0,65.9686
555625.0,68.9759
556250.0,72.2595
556875.0,73.2974
557500.0,220.4056
558125.0,225.4340
558750.0,221.4929
559375.0,236.8051
560000.0,217.3948
560625.0,215.2989
561250.0,230.3873
561875.0,207.7240
562500.0,76.8691
563125.0,75.7866
563750.0,74.8441
564375.0,81.3878
565000.0,73.0543
565625.0,83.1673
566250.0,74.5501
566875.0,70.5856
567500.0,75.6636
568125.0,71.3426
568750.0,72.5659
569375.0,76.8968
570000.0,77.4945
570625.0,73.0544
571250.0,79.1225
571875.0,79.7638
572500.0,80.8149
573125.0,77.3959
573750.0,80.5401
574375.0,68.3094
575000.0,74.2015
575625.0,72.1314
576250.0,226.3413
576875.0,218.5712
577500.0,223.1307
578125.0,246.1745
578750.0,223.0907
579375.0,229.6552
580000.0,222.3870
580625.0,225.8518
581250.0,75.4227
581875.0,77.0902
582500.0,79.7932
583125.0,81.6107
583750.0,76.5673
584375.0,77.6226
585000.0,71.0612
585625.0,75.0687
586250.0,78.9449
586875.0,78.6647
587500.0,76.1978
588125.0,78.7417
588750.0,77.2502
589375.0,79.9252
590000.0,76.4909
590625.0,74.0590
591250.0,76.6661
591875.0,64.3517
592500.0,76.8435
593125.0,61.6455
593750.0,68.9025
594375.0,77.1032
595000.0,230.3722
595625.0,211.9227
596250.0,216.9889
596875.0,240.4186
597500.0,219.5547
598125.0,250.2329
598750.0,224.9784
599375.0,229.5904
600000.0,81.4956
600625.0,75.8940
601250.0,71.6212
601875.0,74.9863
602500.0,75.2657
603125.0,70.2549
603750.0,74.4355
604375.0,72.6019
605000.0,78.8848
605625.0,75.5305
606250.0,74.3339
606875.0,74.9997
607500.0,76.2412
608125.0,77.7254
608750.0,71.6311
609375.0,71.4732
610000.0,79.5646
610625.0,73.8455
611250.0,70.0585
611875.0,77.0732
612500.0,77.1469
613125.0,69.6292
613750.0,227.5817
614375.0,233.2753
615000.0,229.2118
615625.0,232.1098
616250.0,209.2020
616875.0,228.7242
617500.0,221.5955
618125.0,219.5686
618750.0,78.6820
619375.0,80.9769
620000.0,82.1648
620625.0,80.3568
621250.0,74.9863
621875.0,76.7298
622500.0,78.2909
623125.0,75.8568
623750.0,75.8930
624375.0,78.5055
625000.0,75.1765
625625.0,72.6506
626250.0,73.8374
626875.0,77.7898
627500.0,75.4113
628125.0,76.6826
628750.0,77.9262
629375.0,73.9868
630000.0,78.2511
630625.0,76.8282
631250.0,70.7448
631875.0,80.8375
632500.0,219.3666
633125.0,206.3802
633750.0,213.2433
634375.0,213.5132
635000.0,225.5869
635625.0,221.9192
636250.0,221.2106
636875.0,231.9716
637500.0,76.6813
638125.0,76.5915
638750.0,76.9451
639375.0,77.7228
640000.0,67.4530
640625.0,74.0261
641250.0,67.1806
641875.0,75.5359
642500.0,75.3825
643125.0,79.3417
643750.0,79.8774
644375.0,76.1645
645000.0,73.5136
645625.0,77.2291
646250.0,73.4098
646875.0,75.3947
647500.0,79.1177
648125.0,73.2972
648750.0,78.4374
649375.0,77.9538
650000.0,71.8004
650625.0,79.0716
651250.0,232.8589
651875.0,226.1467
652500.0,216.4239
653125.0,215.3339
653750.0,218.9513
654375.0,231.1042
655000.0,214.2492
655625.0,229.9220
656250.0,70.7186
656875.0,74.6307
657500.0,75.8134
658125.0,84.6181
658750.0,70.2075
659375.0,80.9495
660000.0,75.9649
660625.0,76.9501
661250.0,75.8462
661875.0,77.0766
662500.0,74.8206
663125.0,80.8818
663750.0,73.6791
664375.0,79.6685
665000.0,72.9707
665625.0,75.1729
666250.0,71.3587
666875.0,77.1154
667500.0,80.8481
668125.0,75.1084
668750.0,74.6577
669375.0,71.1979
670000.0,222.4205
670625.0,207.0811
671250.0,214.7301
671875.0,227.5513
672500.0,239.8389
673125.0,256.6036
673750.0,218.4009
674375.0,241.1471
675000.0,76.3189
675625.0,74.8298
676250.0,77.0309
676875.0,75.6334
677500.0,75.8162
678125.0,73.8606
678750.0,70.1291
679375.0,69.5805
680000.0,77.8627
680625.0,74.3568
681250.0,73.1527
681875.0,75.4321
682500.0,78.3969
683125.0,76.0800
683750.0,72.9267
684375.0,80.0231
685000.0,81.3535
685625.0,77.2645
686250.0,79.0707
686875.0,80.0822
687500.0,79.6605
688125.0,77.7152
688750.0,231.7314
689375.0,230.8462
690000.0,212.6550
690625.0,232.8831
691250.0,209.7471
691875.0,216.0608
692500.0,239.6651
693125.0,234.4525
693750.0,81.0075
694375.0,74.3758
695000.0,71.0560
695625.0,74.4936
696250.0,75.7847
696875.0,75.6978
697500.0,79.6740
698125.0,74.0380
698750.0,76.7272
699375.0,71.6729
700000.0,77.0977
700625.0,75.4117
701250.0,72.5732
701875.0,74.5109
702500.0,74.7057
703125.0,74.3815
703750.0,82.0780
704375.0,75.0289
705000.0,74.4805
705625.0,67.4926
706250.0,72.0288
706875.0,74.4082
707500.0,217.2842
708125.0,240.5442
708750.0,223.1445
709375.0,239.4950
710000.0,225.6942
710625.0,225.4188
711250.0,224.0010
711875.0,225.0427
712500.0,81.8799
713125.0,66.6551
713750.0,67.8542
714375.0,73.3522
715000.0,75.4548
715625.0,78.0017
716250.0,77.1835
716875.0,73.9514
717500.0,79.2418
718125.0,79.2838
718750.0,76.0939
719375.0,79.0292
720000.0,76.4279
720625.0,73.2832
721250.0,78.0308
721875.0,75.8170
722500.0,75.4051
723125.0,80.9530
723750.0,66.1602
724375.0,70.0553
725000.0,70.9247
725625.0,74.0305
726250.0,222.1357
726875.0,208.0426
727500.0,213.9170
728125.0,215.3155
728750.0,252.6460
729375.0,245.2696
730000.0,220.3678
730625.0,220.9097
731250.0,71.0675
731875.0,68.2063
732500.0,74.9594
733125.0,71.6381
733750.0,75.0801
734375.0,69.3672
735000.0,72.5274
735625.0,75.9603
736250.0,76.7806
736875.0,76.9739
737500.0,70.4218
738125.0,78.6222
738750.0,72.3832
739375.0,77.7859
740000.0,75.3599
740625.0,70.2110
741250.0,74.2079
741875.0,76.7774
742500.0,77.7109
743125.0,74.8685
743750.0,81.1748
744375.0,79.1983
745000.0,222.1126
745625.0,233.4389
746250.0,246.7552
746875.0,247.0555
747500.0,211.1850
748125.0,214.5765
748750.0,241.7053
749375.0,213.0943
750000.0,70.4140
750625.0,73.5670
751250.0,76.9843
751875.0,75.0140
752500.0,72.9474
753125.0,72.8582
753750.0,72.7145
754375.0,72.0842
755000.0,84.0018
755625.0,76.5216
756250.0,78.7431
756875.0,73.5562
757500.0,74.6989
758125.0,72.7099
758750.0,65.4031
759375.0,70.2049
760000.0,68.5740
760625.0,66.9183
761250.0,70.8935
761875.0,80.3951
762500.0,75.2325
763125.0,80.2654
763750.0,229.6236
764375.0,233.8038
765000.0,214.8649
765625.0,230.8944
766250.0,233.1980
766875.0,218.5127
767500.0,231.2948
768125.0,231.3696
768750.0,73.3282
769375.0,71.1672
770000.0,70.9358
770625.0,75.7261
771250.0,76.6328
771875.0,72.4122
772500.0,75.5002
773125.0,77.5509
773750.0,77.7306
774375.0,81.2506
775000.0,80.2142
775625.0,71.6251
776250.0,81.7471
776875.0,73.3982
777500.0,79.3392
778125.0,75.6563
778750.0,73.8462
779375.0,68.5850
780000.0,74.7532
780625.0,69.5211
781250.0,79.0467
781875.0,81.1183
782500.0,216.0348
783125.0,228.3972
783750.0,216.8393
784375.0,217.9295
785000.0,233.7131
785625.0,224.5664
786250.0,244.5710
786875.0,219.5749
787500.0,79.1675
788125.0,75.7672
788750.0,78.4001
789375.0,73.7142
790000.0,75.2132
790625.0,74.9646
791250.0,72.2481
791875.0,77.8960
792500.0,77.8514
793125.0,77.6377
793750.0,81.1944
794375.0,80.8640
795000.0,73.9865
795625.0,76.8064
796250.0,73.0490
796875.0,75.4880
797500.0,73.1389
798125.0,81.5077
798750.0,76.7711
799375.0,74.5780
800000.0,79.8999
800625.0,67.2168
801250.0,202.3413
801875.0,233.9532
802500.0,225.6803
803125.0,227.8175
803750.0,210.0780
804375.0,224.7386
805000.0,247.5395
805625.0,234.2722
806250.0,76.0398
806875.0,73.7448
807500.0,73.9125
808125.0,67.3729
808750.0,76.3713
809375.0,78.5875
810000.0,69.4599
810625.0,72.9065
811250.0,71.0364
811875.0,71.7606
812500.0,75.6016
813125.0,67.5418
813750.0,77.7158
814375.0,78.2420
815000.0,74.4533
815625.0,66.0477
816250.0,71.6435
816875.0,80.0480
817500.0,64.9270
818125.0,74.0898
818750.0,70.9514
819375.0,78.4332
820000.0,217.4050
820625.0,229.5445
821250.0,231.3614
821875.0,245.6575
822500.0,222.7169
823125.0,229.2305
823750.0,208.2931
824375.0,238.3922
825000.0,72.5329
825625.0,73.2860
826250.0,75.3161
826875.0,69.5079
827500.0,76.2625
828125.0,79.0473
828750.0,76.5044
829375.0,69.4099
830000.0,74.9332
830625.0,78.1974
831250.0,68.3200
831875.0,71.3481
832500.0,78.7046
833125.0,76.4183
833750.0,76.9531
834375.0,82.4103
835000.0,77.1664
835625.0,77.8802
836250.0,85.6195
836875.0,74.5940
837500.0,72.3920
838125.0,77.0128
838750.0,229.9386
839375.0,219.0745
840000.0,213.3855
840625.0,250.9857
841250.0,228.6770
841875.0,216.7618
842500.0,235.3042
843125.0,223.7721
843750.0,74.4466
844375.0,77.5198
845000.0,70.5296
845625.0,76.7294
846250.0,82.6118
846875.0,77.1575
847500.0,73.9817
848125.0,73.4882
848750.0,73.8530
849375.0,74.4426
850000.0,73.9757
850625.0,78.8545
851250.0,68.8658
851875.0,78.6497
852500.0,73.9686
853125.0,76.8211
853750.0,71.1513
854375.0,80.4089
855000.0,80.0960
855625.0,79.0177
856250.0,69.6894
856875.0,78.5258
857500.0,229.5546
858125.0,206.9407
858750.0,224.7267
859375.0,229.1010
860000.0,231.2558
860625.0,226.9942
861250.0,228.2764
861875.0,241.5781
862500.0,80.0221
863125.0,64.5912
863750.0,74.2033
864375.0,74.7793
865000.0,68.7946
865625.0,75.7551
866250.0,80.1078
866875.0,71.3036
867500.0,76.6682
868125.0,71.9473
868750.0,72.8669
869375.0,80.9698
870000.0,73.3546
870625.0,77.1425
871250.0,68.3455
871875.0,82.4209
872500.0,77.6720
873125.0,74.7120
